production_bk,production_company,production_country,production_language
43,Fox Searchlight Pictures,United States of America,Original
43,Fox Searchlight Pictures,United Kingdom,Spoken
43,Fox Searchlight Pictures,United States of America,Original
43,Fox Searchlight Pictures,United Kingdom,Spoken
43,Fox Searchlight Pictures,United States of America,Original
43,Fox Searchlight Pictures,United States of America,Original
43,Fox Searchlight Pictures,United States of America,Original
43,Fox Searchlight Pictures,United States of America,Original
43,Fox Searchlight Pictures,United States of America,Original
43,Fox Searchlight Pictures,Germany,Spoken
44,Cruise/Wagner Productions,New Zealand,Spoken
44,Cruise/Wagner Productions,United States of America,Spoken
44,Cruise/Wagner Productions,United States of America,Spoken
44,Cruise/Wagner Productions,United States of America,Spoken
44,Cruise/Wagner Productions,Germany,Spoken
44,Cruise/Wagner Productions,United States of America,Spoken
44,Cruise/Wagner Productions,United States of America,Original
44,Cruise/Wagner Productions,United States of America,Original
44,Cruise/Wagner Productions,United States of America,Spoken
44,Cruise/Wagner Productions,United States of America,Original
44,Cruise/Wagner Productions,United States of America,Spoken
44,Cruise/Wagner Productions,United States of America,Spoken
44,Cruise/Wagner Productions,United States of America,Spoken
44,Cruise/Wagner Productions,Italy,Spoken
46,WDR,Germany,Original
47,Constantin Film,Spain,Original
49,El Deseo,Spain,Original
49,El Deseo,Spain,Original
53,Les Films du Carrosse,Italy,Original
54,The Independent Film Channel Productions,United States of America,Original
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Original
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,France,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Original
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Original
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Original
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United Arab Emirates,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Original
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Original
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Original
56,Amblin Entertainment,United States of America,Original
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Original
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,Germany,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Original
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
56,Amblin Entertainment,United States of America,Spoken
58,Sony Pictures Classics,United States of America,Spoken
58,Sony Pictures Classics,United States of America,Original
58,Sony Pictures Classics,Canada,Spoken
58,Sony Pictures Classics,United States of America,Original
58,Sony Pictures Classics,United States of America,Original
58,Sony Pictures Classics,United States of America,Original
58,Sony Pictures Classics,United States of America,Original
58,Sony Pictures Classics,United Kingdom,Original
58,Sony Pictures Classics,United States of America,Original
58,Sony Pictures Classics,United States of America,Original
58,Sony Pictures Classics,United States of America,Original
58,Sony Pictures Classics,United States of America,Original
58,Sony Pictures Classics,United States of America,Original
58,Sony Pictures Classics,United States of America,Original
58,Sony Pictures Classics,United Kingdom,Original
58,Sony Pictures Classics,United States of America,Original
59,A Band Apart,United States of America,Original
59,A Band Apart,United States of America,Original
59,A Band Apart,United States of America,Spoken
59,A Band Apart,United States of America,Original
59,A Band Apart,United States of America,Spoken
59,A Band Apart,United States of America,Spoken
60,United Artists,United Kingdom,Original
60,United Artists,United Kingdom,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Spoken
60,United Artists,United States of America,Spoken
60,United Artists,United States of America,Original
60,United Artists,United States of America,Spoken
60,United Artists,United States of America,Spoken
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Spoken
60,United Artists,United States of America,Spoken
60,United Artists,United States of America,Spoken
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Spoken
60,United Artists,United States of America,Original
60,United Artists,Brazil,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Spoken
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Spoken
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Spoken
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United Kingdom,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Original
60,United Artists,United Kingdom,Original
60,United Artists,United States of America,Original
60,United Artists,United States of America,Spoken
